rxn_id,rxn_smiles,solvent,temp,G_act,G_r
2910,[C:14]([N:15]([C:16](=[O:17])[C:18](=[O+:19][C-:20]([c:21]1[c:22]([H:43])[c:23]([H:44])[c:24]([H:45])[c:25]([H:46])[c:26]1[H:47])[c:27]1[c:28]([H:48])[c:29]([H:49])[c:30]([H:50])[c:31]([H:51])[c:32]1[H:52])[c:33]1[c:34]([H:53])[c:35]([H:54])[c:36]([H:55])[c:37]([H:56])[c:38]1[H:57])[H:42])([H:39])([H:40])[H:41].[C:1]([O:2][C:3](=[O:4])[C:5]1=[C:6]([C:7]#[N:8])[C:9]2([H:61])[C:10]([H:62])=[C:11]([H:63])[C:12]1([H:64])[O:13]2)([H:58])([H:59])[H:60]>>[C:1]([O:2][C:3](=[O:4])[C:5]12[C:6]([C:7]#[N:8])([C:9]3([H:61])[C:10]([H:62])=[C:11]([H:63])[C:12]1([H:64])[O:13]3)[C:20]([c:21]1[c:22]([H:43])[c:23]([H:44])[c:24]([H:45])[c:25]([H:46])[c:26]1[H:47])([c:27]1[c:28]([H:48])[c:29]([H:49])[c:30]([H:50])[c:31]([H:51])[c:32]1[H:52])[O:19][C:18]2([C:16]([N:15]([C:14]([H:39])([H:40])[H:41])[H:42])=[O:17])[c:33]1[c:34]([H:53])[c:35]([H:54])[c:36]([H:55])[c:37]([H:56])[c:38]1[H:57])([H:58])([H:59])[H:60],water,298.15,8.067410710806659,-43.25163715509678
2911,[C:16]([N:17]([C:18](=[O:19])[C:20](=[N+:21]([C-:22]([c:23]1[c:24]([H:43])[c:25]([H:44])[c:26]([H:45])[c:27]([H:46])[c:28]1[H:47])[c:29]1[c:30]([H:48])[c:31]([H:49])[c:32]([H:50])[c:33]([H:51])[c:34]1[H:52])[H:42])[C:35]([C:36]([H:53])([H:54])[H:55])=[O:37])[H:41])([H:38])([H:39])[H:40].[C:1]([O:2][C:3](=[O:4])[C:5]1=[C:6]([C:7](=[O:8])[O:9][C:10]([H:59])([H:60])[H:61])[C:11]2([H:62])[C:12]([H:63])=[C:13]([H:64])[C:14]1([H:65])[O:15]2)([H:56])([H:57])[H:58]>>[C:1]([O:2][C:3](=[O:4])[C:5]1=[C:6]([C:7](=[O:8])[O:9][C:10]([H:59])([H:60])[H:61])[C:11]2([H:62])[C:12]3([H:63])[C:13]([H:64])([C:14]1([H:65])[O:15]2)[C:22]([c:23]1[c:24]([H:43])[c:25]([H:44])[c:26]([H:45])[c:27]([H:46])[c:28]1[H:47])([c:29]1[c:30]([H:48])[c:31]([H:49])[c:32]([H:50])[c:33]([H:51])[c:34]1[H:52])[N:21]([H:42])[C:20]3([C:18]([N:17]([C:16]([H:38])([H:39])[H:40])[H:41])=[O:19])[C:35]([C:36]([H:53])([H:54])[H:55])=[O:37])([H:56])([H:57])[H:58],water,298.15,28.07976984617309,-26.48024844302248
2912,[C:16]([N:17]([C:18](=[O:19])[C:20](=[N+:21]([C-:22]([c:23]1[c:24]([H:43])[c:25]([H:44])[c:26]([H:45])[c:27]([H:46])[c:28]1[H:47])[c:29]1[c:30]([H:48])[c:31]([H:49])[c:32]([H:50])[c:33]([H:51])[c:34]1[H:52])[H:42])[C:35]([C:36]([H:53])([H:54])[H:55])=[O:37])[H:41])([H:38])([H:39])[H:40].[C:1]([O:2][C:3](=[O:4])[C:5]1=[C:6]([C:7](=[O:8])[O:9][C:10]([H:59])([H:60])[H:61])[C:11]2([H:62])[C:12]([H:63])=[C:13]([H:64])[C:14]1([H:65])[O:15]2)([H:56])([H:57])[H:58]>>[C:1]([O:2][C:3](=[O:4])[C:5]12[C:6]([C:7](=[O:8])[O:9][C:10]([H:59])([H:60])[H:61])([C:11]3([H:62])[C:12]([H:63])=[C:13]([H:64])[C:14]1([H:65])[O:15]3)[C:22]([c:23]1[c:24]([H:43])[c:25]([H:44])[c:26]([H:45])[c:27]([H:46])[c:28]1[H:47])([c:29]1[c:30]([H:48])[c:31]([H:49])[c:32]([H:50])[c:33]([H:51])[c:34]1[H:52])[N:21]([H:42])[C:20]2([C:18]([N:17]([C:16]([H:38])([H:39])[H:40])[H:41])=[O:19])[C:35]([C:36]([H:53])([H:54])[H:55])=[O:37])([H:56])([H:57])[H:58],water,298.15,28.7009721012892,-3.59474159592306
2913,[C:1]([O:2][C:3]1([O:4][C:5]([H:41])([H:42])[H:43])[C:6]#[C:7][C:8]([c:9]2[c:10]([H:44])[c:11]([H:45])[c:12]([H:46])[c:13]([H:47])[c:14]2[H:48])([c:15]2[c:16]([H:49])[c:17]([H:50])[c:18]([H:51])[c:19]([H:52])[c:20]2[H:53])[C:21]([H:54])([H:55])[C:22]([H:56])([H:57])[C:23]([H:58])([H:59])[C:24]1([H:60])[H:61])([H:38])([H:39])[H:40].[C:25]([O:26][C:27](=[O:28])[C-:29]([N+:30](=[C:31]([c:32]1[c:33]([H:68])[c:34]([H:69])[c:35]([H:70])[c:36]([H:71])[c:37]1[H:72])[H:67])[H:66])[H:65])([H:62])([H:63])[H:64]>>[C:1]([O:2][C:3]1([O:4][C:5]([H:41])([H:42])[H:43])[C:6]2=[C:7]([C:8]([c:9]3[c:10]([H:44])[c:11]([H:45])[c:12]([H:46])[c:13]([H:47])[c:14]3[H:48])([c:15]3[c:16]([H:49])[c:17]([H:50])[c:18]([H:51])[c:19]([H:52])[c:20]3[H:53])[C:21]([H:54])([H:55])[C:22]([H:56])([H:57])[C:23]([H:58])([H:59])[C:24]1([H:60])[H:61])[C:31]([c:32]1[c:33]([H:68])[c:34]([H:69])[c:35]([H:70])[c:36]([H:71])[c:37]1[H:72])([H:67])[N:30]([H:66])[C:29]2([C:27]([O:26][C:25]([H:62])([H:63])[H:64])=[O:28])[H:65])([H:38])([H:39])[H:40],water,298.15,11.68599074003992,-39.26697660259674
2914,[C:1]([O:2][C:3]1([O:4][C:5]([H:41])([H:42])[H:43])[C:6]#[C:7][C:8]([c:9]2[c:10]([H:44])[c:11]([H:45])[c:12]([H:46])[c:13]([H:47])[c:14]2[H:48])([c:15]2[c:16]([H:49])[c:17]([H:50])[c:18]([H:51])[c:19]([H:52])[c:20]2[H:53])[C:21]([H:54])([H:55])[C:22]([H:56])([H:57])[C:23]([H:58])([H:59])[C:24]1([H:60])[H:61])([H:38])([H:39])[H:40].[C:25]([O:26][C:27](=[O:28])[C-:29]([N+:30](=[C:31]([c:32]1[c:33]([H:68])[c:34]([H:69])[c:35]([H:70])[c:36]([H:71])[c:37]1[H:72])[H:67])[H:66])[H:65])([H:62])([H:63])[H:64]>>[C:1]([O:2][C:3]1([O:4][C:5]([H:41])([H:42])[H:43])[C:6]2=[C:7]([C:8]([c:9]3[c:10]([H:44])[c:11]([H:45])[c:12]([H:46])[c:13]([H:47])[c:14]3[H:48])([c:15]3[c:16]([H:49])[c:17]([H:50])[c:18]([H:51])[c:19]([H:52])[c:20]3[H:53])[C:21]([H:54])([H:55])[C:22]([H:56])([H:57])[C:23]([H:58])([H:59])[C:24]1([H:60])[H:61])[C:29]([C:27]([O:26][C:25]([H:62])([H:63])[H:64])=[O:28])([H:65])[N:30]([H:66])[C:31]2([c:32]1[c:33]([H:68])[c:34]([H:69])[c:35]([H:70])[c:36]([H:71])[c:37]1[H:72])[H:67])([H:38])([H:39])[H:40],water,298.15,10.618203074190925,-35.84802854072596
2915,[C:1]([C:2](=[C:3]([c:4]1[c:5]([H:41])[c:6]([H:42])[c:7]([H:43])[c:8]([H:44])[c:9]1[H:45])[c:10]1[c:11]([H:46])[c:12]([H:47])[c:13]([H:48])[c:14]([H:49])[c:15]1[H:50])[c:16]1[c:17]([H:51])[c:18]([H:52])[c:19]([H:53])[c:20]([H:54])[c:21]1[H:55])([H:38])([H:39])[H:40].[C:22]([N:23]([C:24](=[O:25])[C:26]([C:27]([H:60])([H:61])[H:62])=[O+:28][C-:29]([C:30](=[O:31])[O:32][C:33]([H:63])([H:64])[H:65])[C:34](=[O:35])[O:36][C:37]([H:66])([H:67])[H:68])[H:59])([H:56])([H:57])[H:58]>>[C:1]([C:2]1([c:16]2[c:17]([H:51])[c:18]([H:52])[c:19]([H:53])[c:20]([H:54])[c:21]2[H:55])[C:3]([c:4]2[c:5]([H:41])[c:6]([H:42])[c:7]([H:43])[c:8]([H:44])[c:9]2[H:45])([c:10]2[c:11]([H:46])[c:12]([H:47])[c:13]([H:48])[c:14]([H:49])[c:15]2[H:50])[C:29]([C:30](=[O:31])[O:32][C:33]([H:63])([H:64])[H:65])([C:34](=[O:35])[O:36][C:37]([H:66])([H:67])[H:68])[O:28][C:26]1([C:24]([N:23]([C:22]([H:56])([H:57])[H:58])[H:59])=[O:25])[C:27]([H:60])([H:61])[H:62])([H:38])([H:39])[H:40],water,298.15,29.749077104634296,-5.9420603402416265
2916,[C:1]([C:2](=[C:3]([c:4]1[c:5]([H:41])[c:6]([H:42])[c:7]([H:43])[c:8]([H:44])[c:9]1[H:45])[c:10]1[c:11]([H:46])[c:12]([H:47])[c:13]([H:48])[c:14]([H:49])[c:15]1[H:50])[c:16]1[c:17]([H:51])[c:18]([H:52])[c:19]([H:53])[c:20]([H:54])[c:21]1[H:55])([H:38])([H:39])[H:40].[C:22]([N:23]([C:24](=[O:25])[C:26]([C:27]([H:60])([H:61])[H:62])=[O+:28][C-:29]([C:30](=[O:31])[O:32][C:33]([H:63])([H:64])[H:65])[C:34](=[O:35])[O:36][C:37]([H:66])([H:67])[H:68])[H:59])([H:56])([H:57])[H:58]>>[C:1]([C:2]1([c:16]2[c:17]([H:51])[c:18]([H:52])[c:19]([H:53])[c:20]([H:54])[c:21]2[H:55])[C:3]([c:4]2[c:5]([H:41])[c:6]([H:42])[c:7]([H:43])[c:8]([H:44])[c:9]2[H:45])([c:10]2[c:11]([H:46])[c:12]([H:47])[c:13]([H:48])[c:14]([H:49])[c:15]2[H:50])[C:26]([C:24]([N:23]([C:22]([H:56])([H:57])[H:58])[H:59])=[O:25])([C:27]([H:60])([H:61])[H:62])[O:28][C:29]1([C:30](=[O:31])[O:32][C:33]([H:63])([H:64])[H:65])[C:34](=[O:35])[O:36][C:37]([H:66])([H:67])[H:68])([H:38])([H:39])[H:40],water,298.15,31.67587756029015,-6.160396855837942
2917,[C:17]([N:18]([C:19](=[O:20])[C:21]([c:22]1[c:23]([H:43])[c:24]([H:44])[c:25]([H:45])[c:26]([H:46])[c:27]1[H:47])=[N+:28]([C:29]([H:48])([H:49])[H:50])[C-:30]([C:31]#[N:32])[c:33]1[c:34]([H:51])[c:35]([H:52])[c:36]([H:53])[c:37]([H:54])[c:38]1[H:55])[H:42])([H:39])([H:40])[H:41].[C:1]([O:2][C:3](=[O:4])[C:5]1([H:59])[C:6]#[C:7][C:8]([C:9]#[N:10])([C:11]#[N:12])[C:13]([H:60])([H:61])[C:14]([H:62])([H:63])[C:15]([H:64])([H:65])[C:16]1([H:66])[H:67])([H:56])([H:57])[H:58]>>[C:1]([O:2][C:3](=[O:4])[C:5]1([H:59])[C:6]2=[C:7]([C:8]([C:9]#[N:10])([C:11]#[N:12])[C:13]([H:60])([H:61])[C:14]([H:62])([H:63])[C:15]([H:64])([H:65])[C:16]1([H:66])[H:67])[C:21]([C:19]([N:18]([C:17]([H:39])([H:40])[H:41])[H:42])=[O:20])([c:22]1[c:23]([H:43])[c:24]([H:44])[c:25]([H:45])[c:26]([H:46])[c:27]1[H:47])[N:28]([C:29]([H:48])([H:49])[H:50])[C:30]2([C:31]#[N:32])[c:33]1[c:34]([H:51])[c:35]([H:52])[c:36]([H:53])[c:37]([H:54])[c:38]1[H:55])([H:56])([H:57])[H:58],water,298.15,20.474547394033447,-52.73637975552211
2918,[C:17]([N:18]([C:19](=[O:20])[C:21]([c:22]1[c:23]([H:43])[c:24]([H:44])[c:25]([H:45])[c:26]([H:46])[c:27]1[H:47])=[N+:28]([C:29]([H:48])([H:49])[H:50])[C-:30]([C:31]#[N:32])[c:33]1[c:34]([H:51])[c:35]([H:52])[c:36]([H:53])[c:37]([H:54])[c:38]1[H:55])[H:42])([H:39])([H:40])[H:41].[C:1]([O:2][C:3](=[O:4])[C:5]1([H:59])[C:6]#[C:7][C:8]([C:9]#[N:10])([C:11]#[N:12])[C:13]([H:60])([H:61])[C:14]([H:62])([H:63])[C:15]([H:64])([H:65])[C:16]1([H:66])[H:67])([H:56])([H:57])[H:58]>>[C:1]([O:2][C:3](=[O:4])[C:5]1([H:59])[C:6]2=[C:7]([C:8]([C:9]#[N:10])([C:11]#[N:12])[C:13]([H:60])([H:61])[C:14]([H:62])([H:63])[C:15]([H:64])([H:65])[C:16]1([H:66])[H:67])[C:30]([C:31]#[N:32])([c:33]1[c:34]([H:51])[c:35]([H:52])[c:36]([H:53])[c:37]([H:54])[c:38]1[H:55])[N:28]([C:29]([H:48])([H:49])[H:50])[C:21]2([C:19]([N:18]([C:17]([H:39])([H:40])[H:41])[H:42])=[O:20])[c:22]1[c:23]([H:43])[c:24]([H:44])[c:25]([H:45])[c:26]([H:46])[c:27]1[H:47])([H:56])([H:57])[H:58],water,298.15,13.118198160426656,-52.32277811817425
2919,[C:1]([O:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[O:8][C:9]([H:37])([H:38])[H:39])[C:10]#[C:11][C:12]([Br:13])([C:14]([C:15]([H:40])([H:41])[H:42])=[O:16])[C:17]([H:43])([H:44])[C:18]([H:45])([H:46])[C:19]([H:47])([H:48])[C:20]1([H:49])[H:50])([H:34])([H:35])[H:36].[C:21]([n+:22]1[n-:23][c:24](=[O:25])[o:26][c:27]1-[c:28]1[c:29]([H:54])[c:30]([H:55])[c:31]([H:56])[c:32]([H:57])[c:33]1[H:58])([H:51])([H:52])[H:53]>>[C:1]([O:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[O:8][C:9]([H:37])([H:38])[H:39])[C:10]2=[C:11]([C:12]([Br:13])([C:14]([C:15]([H:40])([H:41])[H:42])=[O:16])[C:17]([H:43])([H:44])[C:18]([H:45])([H:46])[C:19]([H:47])([H:48])[C:20]1([H:49])[H:50])[N:23]1[N:22]([C:21]([H:51])([H:52])[H:53])[C:27]2([c:28]2[c:29]([H:54])[c:30]([H:55])[c:31]([H:56])[c:32]([H:57])[c:33]2[H:58])[O:26][C:24]1=[O:25])([H:34])([H:35])[H:36],water,298.15,33.36473717397028,8.764062928800918
2920,[C:1]([O:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[O:8][C:9]([H:37])([H:38])[H:39])[C:10]#[C:11][C:12]([Br:13])([C:14]([C:15]([H:40])([H:41])[H:42])=[O:16])[C:17]([H:43])([H:44])[C:18]([H:45])([H:46])[C:19]([H:47])([H:48])[C:20]1([H:49])[H:50])([H:34])([H:35])[H:36].[C:21]([n+:22]1[n-:23][c:24](=[O:25])[o:26][c:27]1-[c:28]1[c:29]([H:54])[c:30]([H:55])[c:31]([H:56])[c:32]([H:57])[c:33]1[H:58])([H:51])([H:52])[H:53]>>[C:1]([O:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[O:8][C:9]([H:37])([H:38])[H:39])[C:10]2=[C:11]([C:12]([Br:13])([C:14]([C:15]([H:40])([H:41])[H:42])=[O:16])[C:17]([H:43])([H:44])[C:18]([H:45])([H:46])[C:19]([H:47])([H:48])[C:20]1([H:49])[H:50])[C:27]1([c:28]3[c:29]([H:54])[c:30]([H:55])[c:31]([H:56])[c:32]([H:57])[c:33]3[H:58])[N:22]([C:21]([H:51])([H:52])[H:53])[N:23]2[C:24](=[O:25])[O:26]1)([H:34])([H:35])[H:36],water,298.15,29.99198969439841,5.660284416753719
2921,[C:1]([O:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[O:8][C:9]([H:40])([H:41])[H:42])[C:10]#[C:11][C:12]([C:13]#[N:14])([C:15]([F:16])([F:17])[F:18])[C:19]([H:43])([H:44])[C:20]([H:45])([H:46])[C:21]([H:47])([H:48])[C:22]1([H:49])[H:50])([H:37])([H:38])[H:39].[C:23]([N:24]([C:25](=[O:26])[C:27]([C:28]([H:55])([H:56])[H:57])=[O+:29][C-:30]([C:31]#[N:32])[C:33](=[O:34])[O:35][C:36]([H:58])([H:59])[H:60])[H:54])([H:51])([H:52])[H:53]>>[C:1]([O:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[O:8][C:9]([H:40])([H:41])[H:42])[C:10]2=[C:11]([C:12]([C:13]#[N:14])([C:15]([F:16])([F:17])[F:18])[C:19]([H:43])([H:44])[C:20]([H:45])([H:46])[C:21]([H:47])([H:48])[C:22]1([H:49])[H:50])[C:30]([C:31]#[N:32])([C:33](=[O:34])[O:35][C:36]([H:58])([H:59])[H:60])[O:29][C:27]2([C:25]([N:24]([C:23]([H:51])([H:52])[H:53])[H:54])=[O:26])[C:28]([H:55])([H:56])[H:57])([H:37])([H:38])[H:39],water,298.15,12.18331492705024,-51.17911590573178
2922,[C:1]([O:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[O:8][C:9]([H:40])([H:41])[H:42])[C:10]#[C:11][C:12]([C:13]#[N:14])([C:15]([F:16])([F:17])[F:18])[C:19]([H:43])([H:44])[C:20]([H:45])([H:46])[C:21]([H:47])([H:48])[C:22]1([H:49])[H:50])([H:37])([H:38])[H:39].[C:23]([N:24]([C:25](=[O:26])[C:27]([C:28]([H:55])([H:56])[H:57])=[O+:29][C-:30]([C:31]#[N:32])[C:33](=[O:34])[O:35][C:36]([H:58])([H:59])[H:60])[H:54])([H:51])([H:52])[H:53]>>[C:1]([O:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[O:8][C:9]([H:40])([H:41])[H:42])[C:10]2=[C:11]([C:12]([C:13]#[N:14])([C:15]([F:16])([F:17])[F:18])[C:19]([H:43])([H:44])[C:20]([H:45])([H:46])[C:21]([H:47])([H:48])[C:22]1([H:49])[H:50])[C:27]([C:25]([N:24]([C:23]([H:51])([H:52])[H:53])[H:54])=[O:26])([C:28]([H:55])([H:56])[H:57])[O:29][C:30]2([C:31]#[N:32])[C:33](=[O:34])[O:35][C:36]([H:58])([H:59])[H:60])([H:37])([H:38])[H:39],water,298.15,24.06565735095444,-48.62210149529727
2923,[C:1]([C:2](=[O:3])[C:4]1([C:5]([C:6]([H:42])([H:43])[H:44])=[O:7])[C:8]#[C:9][C:10]([c:11]2[c:12]([H:45])[c:13]([H:46])[c:14]([H:47])[c:15]([H:48])[c:16]2[H:49])([c:17]2[c:18]([H:50])[c:19]([H:51])[c:20]([H:52])[c:21]([H:53])[c:22]2[H:54])[C:23]([H:55])([H:56])[C:24]([H:57])([H:58])[C:25]([H:59])([H:60])[C:26]1([H:61])[H:62])([H:39])([H:40])[H:41].[C:27]([C-:28]([C:29]#[N:30])[N+:31](=[C:32]([c:33]1[c:34]([H:68])[c:35]([H:69])[c:36]([H:70])[c:37]([H:71])[c:38]1[H:72])[H:67])[H:66])([H:63])([H:64])[H:65]>>[C:1]([C:2](=[O:3])[C:4]1([C:5]([C:6]([H:42])([H:43])[H:44])=[O:7])[C:8]2=[C:9]([C:10]([c:11]3[c:12]([H:45])[c:13]([H:46])[c:14]([H:47])[c:15]([H:48])[c:16]3[H:49])([c:17]3[c:18]([H:50])[c:19]([H:51])[c:20]([H:52])[c:21]([H:53])[c:22]3[H:54])[C:23]([H:55])([H:56])[C:24]([H:57])([H:58])[C:25]([H:59])([H:60])[C:26]1([H:61])[H:62])[C:32]([c:33]1[c:34]([H:68])[c:35]([H:69])[c:36]([H:70])[c:37]([H:71])[c:38]1[H:72])([H:67])[N:31]([H:66])[C:28]2([C:27]([H:63])([H:64])[H:65])[C:29]#[N:30])([H:39])([H:40])[H:41],water,298.15,11.45334970071223,-32.78351922433243
2924,[C:1]([C:2](=[O:3])[C:4]1([C:5]([C:6]([H:42])([H:43])[H:44])=[O:7])[C:8]#[C:9][C:10]([c:11]2[c:12]([H:45])[c:13]([H:46])[c:14]([H:47])[c:15]([H:48])[c:16]2[H:49])([c:17]2[c:18]([H:50])[c:19]([H:51])[c:20]([H:52])[c:21]([H:53])[c:22]2[H:54])[C:23]([H:55])([H:56])[C:24]([H:57])([H:58])[C:25]([H:59])([H:60])[C:26]1([H:61])[H:62])([H:39])([H:40])[H:41].[C:27]([C-:28]([C:29]#[N:30])[N+:31](=[C:32]([c:33]1[c:34]([H:68])[c:35]([H:69])[c:36]([H:70])[c:37]([H:71])[c:38]1[H:72])[H:67])[H:66])([H:63])([H:64])[H:65]>>[C:1]([C:2](=[O:3])[C:4]1([C:5]([C:6]([H:42])([H:43])[H:44])=[O:7])[C:8]2=[C:9]([C:10]([c:11]3[c:12]([H:45])[c:13]([H:46])[c:14]([H:47])[c:15]([H:48])[c:16]3[H:49])([c:17]3[c:18]([H:50])[c:19]([H:51])[c:20]([H:52])[c:21]([H:53])[c:22]3[H:54])[C:23]([H:55])([H:56])[C:24]([H:57])([H:58])[C:25]([H:59])([H:60])[C:26]1([H:61])[H:62])[C:28]([C:27]([H:63])([H:64])[H:65])([C:29]#[N:30])[N:31]([H:66])[C:32]2([c:33]1[c:34]([H:68])[c:35]([H:69])[c:36]([H:70])[c:37]([H:71])[c:38]1[H:72])[H:67])([H:39])([H:40])[H:41],water,298.15,14.030178816056594,-33.221084242676426
2925,[C:18]([N:19]([C:20](=[O:21])[c:22]1[o:23][c:24](=[O:25])[c-:26](-[c:27]2[c:28]([H:38])[c:29]([H:39])[c:30]([H:40])[c:31]([H:41])[c:32]2[H:42])[o+:33]1)[H:37])([H:34])([H:35])[H:36].[C:1]([O:2][C:3]1([Br:4])[C:5]#[C:6][C:7]([C:8]([C:9]([H:46])([H:47])[H:48])=[O:10])([C:11]([C:12]([H:49])([H:50])[H:51])=[O:13])[C:14]([H:52])([H:53])[C:15]([H:54])([H:55])[C:16]([H:56])([H:57])[C:17]1([H:58])[H:59])([H:43])([H:44])[H:45]>>[C:1]([O:2][C:3]1([Br:4])[C:5]2=[C:6]([C:7]([C:8]([C:9]([H:46])([H:47])[H:48])=[O:10])([C:11]([C:12]([H:49])([H:50])[H:51])=[O:13])[C:14]([H:52])([H:53])[C:15]([H:54])([H:55])[C:16]([H:56])([H:57])[C:17]1([H:58])[H:59])[C:22]1([C:20]([N:19]([C:18]([H:34])([H:35])[H:36])[H:37])=[O:21])[O:23][C:24](=[O:25])[C:26]2([c:27]2[c:28]([H:38])[c:29]([H:39])[c:30]([H:40])[c:31]([H:41])[c:32]2[H:42])[O:33]1)([H:43])([H:44])[H:45],water,298.15,17.986807580901015,-33.41687016852673
2926,[C:18]([N:19]([C:20](=[O:21])[c:22]1[o:23][c:24](=[O:25])[c-:26](-[c:27]2[c:28]([H:38])[c:29]([H:39])[c:30]([H:40])[c:31]([H:41])[c:32]2[H:42])[o+:33]1)[H:37])([H:34])([H:35])[H:36].[C:1]([O:2][C:3]1([Br:4])[C:5]#[C:6][C:7]([C:8]([C:9]([H:46])([H:47])[H:48])=[O:10])([C:11]([C:12]([H:49])([H:50])[H:51])=[O:13])[C:14]([H:52])([H:53])[C:15]([H:54])([H:55])[C:16]([H:56])([H:57])[C:17]1([H:58])[H:59])([H:43])([H:44])[H:45]>>[C:1]([O:2][C:3]1([Br:4])[C:5]2=[C:6]([C:7]([C:8]([C:9]([H:46])([H:47])[H:48])=[O:10])([C:11]([C:12]([H:49])([H:50])[H:51])=[O:13])[C:14]([H:52])([H:53])[C:15]([H:54])([H:55])[C:16]([H:56])([H:57])[C:17]1([H:58])[H:59])[C:26]1([c:27]3[c:28]([H:38])[c:29]([H:39])[c:30]([H:40])[c:31]([H:41])[c:32]3[H:42])[C:24](=[O:25])[O:23][C:22]2([C:20]([N:19]([C:18]([H:34])([H:35])[H:36])[H:37])=[O:21])[O:33]1)([H:43])([H:44])[H:45],water,298.15,9.26677036848934,-31.44838157924192
2927,[C:1]([O:2][C:3](=[O:4])[C:5]1([H:39])[C:6]#[C:7][C:8]([C:9]([F:10])([F:11])[F:12])([C:13]([F:14])([F:15])[F:16])[C:17]([H:40])([H:41])[C:18]([H:42])([H:43])[C:19]([H:44])([H:45])[C:20]1([H:46])[H:47])([H:36])([H:37])[H:38].[C:21]([N:22]([C:23](=[O:24])[C:25]([C:26]([H:52])([H:53])[H:54])=[O+:27][C-:28]([C:29]([C:30]([H:55])([H:56])[H:57])=[O:31])[C:32](=[O:33])[O:34][C:35]([H:58])([H:59])[H:60])[H:51])([H:48])([H:49])[H:50]>>[C:1]([O:2][C:3](=[O:4])[C:5]1([H:39])[C:6]2=[C:7]([C:8]([C:9]([F:10])([F:11])[F:12])([C:13]([F:14])([F:15])[F:16])[C:17]([H:40])([H:41])[C:18]([H:42])([H:43])[C:19]([H:44])([H:45])[C:20]1([H:46])[H:47])[C:28]([C:29]([C:30]([H:55])([H:56])[H:57])=[O:31])([C:32](=[O:33])[O:34][C:35]([H:58])([H:59])[H:60])[O:27][C:25]2([C:23]([N:22]([C:21]([H:48])([H:49])[H:50])[H:51])=[O:24])[C:26]([H:52])([H:53])[H:54])([H:36])([H:37])[H:38],water,298.15,26.40659536976241,-52.46526274262629
2928,[C:1]([O:2][C:3](=[O:4])[C:5]1([H:39])[C:6]#[C:7][C:8]([C:9]([F:10])([F:11])[F:12])([C:13]([F:14])([F:15])[F:16])[C:17]([H:40])([H:41])[C:18]([H:42])([H:43])[C:19]([H:44])([H:45])[C:20]1([H:46])[H:47])([H:36])([H:37])[H:38].[C:21]([N:22]([C:23](=[O:24])[C:25]([C:26]([H:52])([H:53])[H:54])=[O+:27][C-:28]([C:29]([C:30]([H:55])([H:56])[H:57])=[O:31])[C:32](=[O:33])[O:34][C:35]([H:58])([H:59])[H:60])[H:51])([H:48])([H:49])[H:50]>>[C:1]([O:2][C:3](=[O:4])[C:5]1([H:39])[C:6]2=[C:7]([C:8]([C:9]([F:10])([F:11])[F:12])([C:13]([F:14])([F:15])[F:16])[C:17]([H:40])([H:41])[C:18]([H:42])([H:43])[C:19]([H:44])([H:45])[C:20]1([H:46])[H:47])[C:25]([C:23]([N:22]([C:21]([H:48])([H:49])[H:50])[H:51])=[O:24])([C:26]([H:52])([H:53])[H:54])[O:27][C:28]2([C:29]([C:30]([H:55])([H:56])[H:57])=[O:31])[C:32](=[O:33])[O:34][C:35]([H:58])([H:59])[H:60])([H:36])([H:37])[H:38],water,298.15,15.689676387143896,-56.056146963748105
2929,[C:1]([C:2]1([C:3]([F:4])([F:5])[F:6])[C:7]#[C:8][C:9]([C:10]#[N:11])([C:12]#[N:13])[C:14]([H:42])([H:43])[C:15]([H:44])([H:45])[C:16]([H:46])([H:47])[C:17]1([H:48])[H:49])([H:39])([H:40])[H:41].[c:18]1([H:50])[c:19]([H:51])[c:20]([H:52])[c:21]([N-:22][N+:23](=[C:24]([c:25]2[c:26]([H:54])[c:27]([H:55])[c:28]([H:56])[c:29]([H:57])[c:30]2[H:58])[c:31]2[c:32]([H:59])[c:33]([H:60])[c:34]([H:61])[c:35]([H:62])[c:36]2[H:63])[H:53])[c:37]([H:64])[c:38]1[H:65]>>[C:1]([C:2]1([C:3]([F:4])([F:5])[F:6])[C:7]2=[C:8]([C:9]([C:10]#[N:11])([C:12]#[N:13])[C:14]([H:42])([H:43])[C:15]([H:44])([H:45])[C:16]([H:46])([H:47])[C:17]1([H:48])[H:49])[N:22]([c:21]1[c:20]([H:52])[c:19]([H:51])[c:18]([H:50])[c:38]([H:65])[c:37]1[H:64])[N:23]([H:53])[C:24]2([c:25]1[c:26]([H:54])[c:27]([H:55])[c:28]([H:56])[c:29]([H:57])[c:30]1[H:58])[c:31]1[c:32]([H:59])[c:33]([H:60])[c:34]([H:61])[c:35]([H:62])[c:36]1[H:63])([H:39])([H:40])[H:41],water,298.15,19.60351106700818,-18.363216640080235
