1240,[C:1]([C:2]([H:7])([N:8]([H:9])[H:10])[H:13])([N+:3](=[O:4])[O-:5])([H:6])[Br:11].[F-:12]>>[Br-:11].[C:1]([C:2]([H:7])([N:8]([H:9])[H:10])[H:13])([N+:3](=[O:4])[O-:5])([H:6])[F:12]
1241,[C:1]([C:2]([H:7])([C:8]([H:9])([H:10])[H:11])[H:14])([N+:3](=[O:4])[O-:5])([H:6])[Cl:12].[F-:13]>>[C:1]([C:2]([H:7])([C:8]([H:9])([H:10])[H:11])[H:14])([N+:3](=[O:4])[O-:5])([H:6])[F:13].[Cl-:12]
1242,[Br-:12].[C:1]([C:2]([C:6]#[N:7])([N:8]([H:9])[H:10])[H:13])([H:3])([C:4]#[N:5])[Cl:11]>>[C:1]([C:2]([C:6]#[N:7])([N:8]([H:9])[H:10])[H:13])([H:3])([C:4]#[N:5])[Br:12].[Cl-:11]
1243,[C:1]([C:2]([C:7]#[N:8])([C:9]#[N:10])[H:13])([H:3])([N+:4](=[O:5])[O-:6])[Br:11].[F-:12]>>[Br-:11].[C:1]([C:2]([C:7]#[N:8])([C:9]#[N:10])[H:13])([H:3])([N+:4](=[O:5])[O-:6])[F:12]
1244,[C:1]([C:2]([N+:7](=[O:8])[O-:9])([C:10]([H:11])([H:12])[H:13])[H:16])([N:3]([H:4])[H:5])([H:6])[Br:14].[F-:15]>>[Br-:14].[C:1]([C:2]([N+:7](=[O:8])[O-:9])([C:10]([H:11])([H:12])[H:13])[H:16])([N:3]([H:4])[H:5])([H:6])[F:15]
1245,[C:1]([C:2]([H:9])([H:10])[H:13])([C:3]#[N:4])([C:5]([H:6])([H:7])[H:8])[F:11].[F-:12]>>[C:1](=[C:2]([H:9])[H:10])([C:3]#[N:4])[C:5]([H:6])([H:7])[H:8].[F-:11].[F:12][H:13]
1246,[C:1]([C:2]([N+:8](=[O:9])[O-:10])([N:11]([H:12])[H:13])[H:16])([C:3]([H:4])([H:5])[H:6])([H:7])[Cl:14].[F-:15]>>[C:1]([C:2]([N+:8](=[O:9])[O-:10])([N:11]([H:12])[H:13])[H:16])([C:3]([H:4])([H:5])[H:6])([H:7])[F:15].[Cl-:14]
1247,[C:1]([C:2]([H:9])([C:10]([H:11])([H:12])[H:13])[H:16])([N:3]([H:4])[H:5])([N+:6](=[O:7])[O-:8])[F:14].[Cl-:15]>>[C:1]([C:2]([H:9])([C:10]([H:11])([H:12])[H:13])[H:16])([N:3]([H:4])[H:5])([N+:6](=[O:7])[O-:8])[Cl:15].[F-:14]
1248,[C:1]([C:2]([N+:6](=[O:7])[O-:8])([N:9]([H:10])[H:11])[H:14])([C:3]#[N:4])([H:5])[Br:12].[Cl-:13]>>[Br-:12].[C:1]([C:2]([N+:6](=[O:7])[O-:8])([N:9]([H:10])[H:11])[H:14])([C:3]#[N:4])([H:5])[Cl:13]
1249,[C:1]([C:2]([N+:7](=[O:8])[O-:9])([C:10]([H:11])([H:12])[H:13])[H:16])([N:3]([H:4])[H:5])([H:6])[Cl:14].[F-:15]>>[C:1](=[C:2]([N+:7](=[O:8])[O-:9])[C:10]([H:11])([H:12])[H:13])([N:3]([H:4])[H:5])[H:6].[Cl-:14].[F:15][H:16]
1250,[C:1]([C:2]([C:8]([H:9])([H:10])[H:11])([C:12]#[N:13])[H:16])([C:3]([H:4])([H:5])[H:6])([H:7])[Br:14].[F-:15]>>[Br-:14].[C:1]([C:2]([C:8]([H:9])([H:10])[H:11])([C:12]#[N:13])[H:16])([C:3]([H:4])([H:5])[H:6])([H:7])[F:15]
1251,[C:1]([C:2]([N:9]([H:10])[H:11])([H:12])[H:15])([N+:3](=[O:4])[O-:5])([N:6]([H:7])[H:8])[Cl:13].[F-:14]>>[C:1](=[C:2]([N:9]([H:10])[H:11])[H:12])([N+:3](=[O:4])[O-:5])[N:6]([H:7])[H:8].[Cl-:13].[F:14][H:15]
1252,[C:1]([C:2]([N:8]([H:9])[H:10])([H:11])[H:14])([C:3]#[N:4])([N:5]([H:6])[H:7])[Br:12].[F-:13]>>[Br-:12].[C:1](=[C:2]([N:8]([H:9])[H:10])[H:11])([C:3]#[N:4])[N:5]([H:6])[H:7].[F:13][H:14]
1253,[C:1]([C:2]([C:7]([H:8])([H:9])[H:10])([C:11]#[N:12])[H:15])([N+:3](=[O:4])[O-:5])([H:6])[Br:13].[Cl-:14]>>[Br-:13].[C:1]([C:2]([C:7]([H:8])([H:9])[H:10])([C:11]#[N:12])[H:15])([N+:3](=[O:4])[O-:5])([H:6])[Cl:14]
1254,[C:1]([C:2]([C:5]([H:6])([H:7])[H:8])([N:9]([H:10])[H:11])[H:14])([H:3])([H:4])[Cl:12].[F-:13]>>[C:1](=[C:2]([C:5]([H:6])([H:7])[H:8])[N:9]([H:10])[H:11])([H:3])[H:4].[Cl-:12].[F:13][H:14]
1255,[C:1]([C:2]([H:6])([C:7]([H:8])([H:9])[H:10])[H:13])([C:3]#[N:4])([H:5])[Br:11].[F-:12]>>[Br-:11].[C:1](=[C:2]([H:6])[C:7]([H:8])([H:9])[H:10])([C:3]#[N:4])[H:5].[F:12][H:13]
1256,[Br-:14].[C:1]([C:2]([H:8])([C:9]([H:10])([H:11])[H:12])[H:15])([C:3]([H:4])([H:5])[H:6])([H:7])[Cl:13]>>[C:1]([C:2]([H:8])([C:9]([H:10])([H:11])[H:12])[H:15])([C:3]([H:4])([H:5])[H:6])([H:7])[Br:14].[Cl-:13]
1257,[C:1]([C:2]([C:10]([H:11])([H:12])[H:13])([H:14])[H:17])([C:3]([H:4])([H:5])[H:6])([N:7]([H:8])[H:9])[Br:15].[F-:16]>>[Br-:15].[C:1]([C:2]([C:10]([H:11])([H:12])[H:13])([H:14])[H:17])([C:3]([H:4])([H:5])[H:6])([N:7]([H:8])[H:9])[F:16]
1258,[Br-:13].[C:1]([C:2]([N:6]([H:7])[H:8])([N:9]([H:10])[H:11])[H:14])([H:3])([C:4]#[N:5])[Cl:12]>>[C:1]([C:2]([N:6]([H:7])[H:8])([N:9]([H:10])[H:11])[H:14])([H:3])([C:4]#[N:5])[Br:13].[Cl-:12]
1259,[Br-:12].[C:1]([C:2]([H:9])([H:10])[H:13])([C:3]#[N:4])([C:5]([H:6])([H:7])[H:8])[Br:11]>>[Br-:11].[Br:12][H:13].[C:1](=[C:2]([H:9])[H:10])([C:3]#[N:4])[C:5]([H:6])([H:7])[H:8]
1260,[C:1]([C:2]([H:6])([N:7]([H:8])[H:9])[H:12])([H:3])([C:4]#[N:5])[Br:10].[Cl-:11]>>[Br-:10].[C:1]([C:2]([H:6])([N:7]([H:8])[H:9])[H:12])([H:3])([C:4]#[N:5])[Cl:11]
1261,[Br-:13].[C:1]([C:2]([H:8])([N:9]([H:10])[H:11])[H:14])([C:3]#[N:4])([N+:5](=[O:6])[O-:7])[Cl:12]>>[Br:13][H:14].[C:1](=[C:2]([H:8])[N:9]([H:10])[H:11])([C:3]#[N:4])[N+:5](=[O:6])[O-:7].[Cl-:12]
1262,[C:1]([C:2]([H:7])([N:8]([H:9])[H:10])[H:13])([N:3]([H:4])[H:5])([H:6])[F:11].[Cl-:12]>>[C:1]([C:2]([H:7])([N:8]([H:9])[H:10])[H:13])([N:3]([H:4])[H:5])([H:6])[Cl:12].[F-:11]
1263,[C:1]([C:2]([C:7]([H:8])([H:9])[H:10])([H:11])[H:14])([C:3]#[N:4])([C:5]#[N:6])[Cl:12].[F-:13]>>[C:1](=[C:2]([C:7]([H:8])([H:9])[H:10])[H:11])([C:3]#[N:4])[C:5]#[N:6].[Cl-:12].[F:13][H:14]
1264,[C:1]([C:2]([C:8]([H:9])([H:10])[H:11])([H:12])[H:15])([H:3])([C:4]([H:5])([H:6])[H:7])[Br:13].[Cl-:14]>>[Br-:13].[C:1]([C:2]([C:8]([H:9])([H:10])[H:11])([H:12])[H:15])([H:3])([C:4]([H:5])([H:6])[H:7])[Cl:14]
1265,[C:1]([C:2]([H:7])([C:8]([H:9])([H:10])[H:11])[H:14])([H:3])([N+:4](=[O:5])[O-:6])[Br:12].[Cl-:13]>>[Br-:12].[C:1]([C:2]([H:7])([C:8]([H:9])([H:10])[H:11])[H:14])([H:3])([N+:4](=[O:5])[O-:6])[Cl:13]
1266,[Br-:13].[C:1]([C:2]([C:7]([H:8])([H:9])[H:10])([H:11])[H:14])([N:3]([H:4])[H:5])([H:6])[F:12]>>[C:1]([C:2]([C:7]([H:8])([H:9])[H:10])([H:11])[H:14])([N:3]([H:4])[H:5])([H:6])[Br:13].[F-:12]
1267,[C:1]([C:2]([N:7]([H:8])[H:9])([C:10]([H:11])([H:12])[H:13])[H:16])([H:3])([N+:4](=[O:5])[O-:6])[Br:14].[Cl-:15]>>[Br-:14].[C:1]([C:2]([N:7]([H:8])[H:9])([C:10]([H:11])([H:12])[H:13])[H:16])([H:3])([N+:4](=[O:5])[O-:6])[Cl:15]
1268,[C:1]([C:2]([N+:9](=[O:10])[O-:11])([H:12])[H:15])([C:3]([H:4])([H:5])[H:6])([C:7]#[N:8])[Br:13].[Cl-:14]>>[Br-:13].[C:1]([C:2]([N+:9](=[O:10])[O-:11])([H:12])[H:15])([C:3]([H:4])([H:5])[H:6])([C:7]#[N:8])[Cl:14]
1269,[C:1]([C:2]([C:8]([H:9])([H:10])[H:11])([N:12]([H:13])[H:14])[H:17])([C:3]#[N:4])([N:5]([H:6])[H:7])[Br:15].[F-:16]>>[Br-:15].[C:1]([C:2]([C:8]([H:9])([H:10])[H:11])([N:12]([H:13])[H:14])[H:17])([C:3]#[N:4])([N:5]([H:6])[H:7])[F:16]
1270,[Br-:13].[C:1]([C:2]([C:7]([H:8])([H:9])[H:10])([H:11])[H:14])([H:3])([N+:4](=[O:5])[O-:6])[Cl:12]>>[C:1]([C:2]([C:7]([H:8])([H:9])[H:10])([H:11])[H:14])([H:3])([N+:4](=[O:5])[O-:6])[Br:13].[Cl-:12]
1271,[C:1]([C:2]([N:6]([H:7])[H:8])([N+:9](=[O:10])[O-:11])[H:14])([H:3])([C:4]#[N:5])[Br:12].[F-:13]>>[Br-:12].[C:1]([C:2]([N:6]([H:7])[H:8])([N+:9](=[O:10])[O-:11])[H:14])([H:3])([C:4]#[N:5])[F:13]
1272,[C:1]([C:2]([C:10]([H:11])([H:12])[H:13])([N:14]([H:15])[H:16])[H:19])([C:3]([H:4])([H:5])[H:6])([N+:7](=[O:8])[O-:9])[Cl:17].[F-:18]>>[C:1]([C:2]([C:10]([H:11])([H:12])[H:13])([N:14]([H:15])[H:16])[H:19])([C:3]([H:4])([H:5])[H:6])([N+:7](=[O:8])[O-:9])[F:18].[Cl-:17]
1273,[C:1]([C:2]([C:10]([H:11])([H:12])[H:13])([H:14])[H:17])([N+:3](=[O:4])[O-:5])([C:6]([H:7])([H:8])[H:9])[Cl:15].[F-:16]>>[C:1]([C:2]([C:10]([H:11])([H:12])[H:13])([H:14])[H:17])([N+:3](=[O:4])[O-:5])([C:6]([H:7])([H:8])[H:9])[F:16].[Cl-:15]
1274,[Br-:11].[C:1]([C:2]([H:7])([C:8]#[N:9])[H:12])([H:3])([N+:4](=[O:5])[O-:6])[Cl:10]>>[C:1]([C:2]([H:7])([C:8]#[N:9])[H:12])([H:3])([N+:4](=[O:5])[O-:6])[Br:11].[Cl-:10]
1275,[C:1]([C:2]([C:7]#[N:8])([N+:9](=[O:10])[O-:11])[H:14])([H:3])([N:4]([H:5])[H:6])[F:12].[Cl-:13]>>[C:1]([C:2]([C:7]#[N:8])([N+:9](=[O:10])[O-:11])[H:14])([H:3])([N:4]([H:5])[H:6])[Cl:13].[F-:12]
1276,[C:1]([C:2]([C:7]([H:8])([H:9])[H:10])([C:11]([H:12])([H:13])[H:14])[H:17])([H:3])([N+:4](=[O:5])[O-:6])[Br:15].[Cl-:16]>>[Br-:15].[C:1](=[C:2]([C:7]([H:8])([H:9])[H:10])[C:11]([H:12])([H:13])[H:14])([H:3])[N+:4](=[O:5])[O-:6].[Cl:16][H:17]
1277,[C:1]([C:2]([C:11]#[N:12])([N:13]([H:14])[H:15])[H:18])([C:3]([H:4])([H:5])[H:6])([C:7]([H:8])([H:9])[H:10])[Br:16].[F-:17]>>[Br-:16].[C:1](=[C:2]([C:11]#[N:12])[N:13]([H:14])[H:15])([C:3]([H:4])([H:5])[H:6])[C:7]([H:8])([H:9])[H:10].[F:17][H:18]
1278,[C:1]([C:2]([H:10])([C:11]([H:12])([H:13])[H:14])[H:17])([C:3]([H:4])([H:5])[H:6])([N:7]([H:8])[H:9])[Cl:15].[F-:16]>>[C:1](=[C:2]([H:10])[C:11]([H:12])([H:13])[H:14])([C:3]([H:4])([H:5])[H:6])[N:7]([H:8])[H:9].[Cl-:15].[F:16][H:17]
1279,[C:1]([C:2]([H:10])([H:11])[H:14])([C:3]([H:4])([H:5])[H:6])([N+:7](=[O:8])[O-:9])[Br:12].[Cl-:13]>>[Br-:12].[C:1]([C:2]([H:10])([H:11])[H:14])([C:3]([H:4])([H:5])[H:6])([N+:7](=[O:8])[O-:9])[Cl:13]
1280,[C:1]([C:2]([H:6])([C:7]#[N:8])[H:11])([C:3]#[N:4])([H:5])[Br:9].[Cl-:10]>>[Br-:9].[C:1]([C:2]([H:6])([C:7]#[N:8])[H:11])([C:3]#[N:4])([H:5])[Cl:10]
1281,[C:1]([C:2]([C:7]#[N:8])([C:9]([H:10])([H:11])[H:12])[H:15])([N:3]([H:4])[H:5])([H:6])[F:13].[Cl-:14]>>[C:1]([C:2]([C:7]#[N:8])([C:9]([H:10])([H:11])[H:12])[H:15])([N:3]([H:4])[H:5])([H:6])[Cl:14].[F-:13]
1282,[C:1]([C:2]([C:7]#[N:8])([N:9]([H:10])[H:11])[H:14])([H:3])([N+:4](=[O:5])[O-:6])[Cl:12].[F-:13]>>[C:1](=[C:2]([C:7]#[N:8])[N:9]([H:10])[H:11])([H:3])[N+:4](=[O:5])[O-:6].[Cl-:12].[F:13][H:14]
1283,[C:1]([C:2]([H:10])([H:11])[H:14])([C:3]([H:4])([H:5])[H:6])([N+:7](=[O:8])[O-:9])[Cl:12].[Cl-:13]>>[C:1](=[C:2]([H:10])[H:11])([C:3]([H:4])([H:5])[H:6])[N+:7](=[O:8])[O-:9].[Cl-:12].[Cl:13][H:14]
1284,[C:1]([C:2]([C:9]([H:10])([H:11])[H:12])([C:13]([H:14])([H:15])[H:16])[H:19])([C:3]([H:4])([H:5])[H:6])([C:7]#[N:8])[Cl:17].[F-:18]>>[C:1](=[C:2]([C:9]([H:10])([H:11])[H:12])[C:13]([H:14])([H:15])[H:16])([C:3]([H:4])([H:5])[H:6])[C:7]#[N:8].[Cl-:17].[F:18][H:19]
1285,[Br-:11].[C:1]([C:2]([H:6])([N:7]([H:8])[H:9])[H:12])([H:3])([C:4]#[N:5])[Br:10]>>[Br-:10].[Br:11][H:12].[C:1](=[C:2]([H:6])[N:7]([H:8])[H:9])([H:3])[C:4]#[N:5]
1286,[C:1]([C:2]([N+:6](=[O:7])[O-:8])([C:9]#[N:10])[H:13])([C:3]#[N:4])([H:5])[Cl:11].[F-:12]>>[C:1]([C:2]([N+:6](=[O:7])[O-:8])([C:9]#[N:10])[H:13])([C:3]#[N:4])([H:5])[F:12].[Cl-:11]
1287,[C:1]([C:2]([H:7])([C:8]([H:9])([H:10])[H:11])[H:14])([C:3]#[N:4])([C:5]#[N:6])[F:12].[F-:13]>>[C:1](=[C:2]([H:7])[C:8]([H:9])([H:10])[H:11])([C:3]#[N:4])[C:5]#[N:6].[F-:12].[F:13][H:14]
1288,[Br-:12].[C:1]([C:2]([H:7])([N:8]([H:9])[H:10])[H:13])([H:3])([N+:4](=[O:5])[O-:6])[Cl:11]>>[C:1]([C:2]([H:7])([N:8]([H:9])[H:10])[H:13])([H:3])([N+:4](=[O:5])[O-:6])[Br:12].[Cl-:11]
1289,[Br-:12].[C:1]([C:2]([N:5]([H:6])[H:7])([N:8]([H:9])[H:10])[H:13])([H:3])([H:4])[F:11]>>[C:1]([C:2]([N:5]([H:6])[H:7])([N:8]([H:9])[H:10])[H:13])([H:3])([H:4])[Br:12].[F-:11]
1290,[C:1]([C:2]([C:9]([H:10])([H:11])[H:12])([C:13]([H:14])([H:15])[H:16])[H:19])([N+:3](=[O:4])[O-:5])([N:6]([H:7])[H:8])[Br:17].[F-:18]>>[Br-:17].[C:1]([C:2]([C:9]([H:10])([H:11])[H:12])([C:13]([H:14])([H:15])[H:16])[H:19])([N+:3](=[O:4])[O-:5])([N:6]([H:7])[H:8])[F:18]
1291,[Br-:14].[C:1]([C:2]([H:8])([C:9]([H:10])([H:11])[H:12])[H:15])([H:3])([C:4]([H:5])([H:6])[H:7])[F:13]>>[C:1]([C:2]([H:8])([C:9]([H:10])([H:11])[H:12])[H:15])([H:3])([C:4]([H:5])([H:6])[H:7])[Br:14].[F-:13]
1292,[C:1]([C:2]([C:7]([H:8])([H:9])[H:10])([C:11]([H:12])([H:13])[H:14])[H:17])([N:3]([H:4])[H:5])([H:6])[Br:15].[F-:16]>>[Br-:15].[C:1](=[C:2]([C:7]([H:8])([H:9])[H:10])[C:11]([H:12])([H:13])[H:14])([N:3]([H:4])[H:5])[H:6].[F:16][H:17]
1293,[C:1]([C:2]([N+:5](=[O:6])[O-:7])([N:8]([H:9])[H:10])[H:13])([H:3])([H:4])[Br:11].[F-:12]>>[Br-:11].[C:1]([C:2]([N+:5](=[O:6])[O-:7])([N:8]([H:9])[H:10])[H:13])([H:3])([H:4])[F:12]
1294,[C:1]([C:2]([N:9]([H:10])[H:11])([C:12]([H:13])([H:14])[H:15])[H:18])([C:3]#[N:4])([C:5]([H:6])([H:7])[H:8])[Br:16].[Cl-:17]>>[Br-:16].[C:1](=[C:2]([N:9]([H:10])[H:11])[C:12]([H:13])([H:14])[H:15])([C:3]#[N:4])[C:5]([H:6])([H:7])[H:8].[Cl:17][H:18]
1295,[C:1]([C:2]([C:8]([H:9])([H:10])[H:11])([H:12])[H:15])([C:3]#[N:4])([N+:5](=[O:6])[O-:7])[Br:13].[F-:14]>>[Br-:13].[C:1](=[C:2]([C:8]([H:9])([H:10])[H:11])[H:12])([C:3]#[N:4])[N+:5](=[O:6])[O-:7].[F:14][H:15]
1296,[C:1]([C:2]([C:9]#[N:10])([N:11]([H:12])[H:13])[H:16])([C:3]#[N:4])([C:5]([H:6])([H:7])[H:8])[F:14].[Cl-:15]>>[C:1]([C:2]([C:9]#[N:10])([N:11]([H:12])[H:13])[H:16])([C:3]#[N:4])([C:5]([H:6])([H:7])[H:8])[Cl:15].[F-:14]
1297,[Br-:16].[C:1]([C:2]([C:7]([H:8])([H:9])[H:10])([C:11]([H:12])([H:13])[H:14])[H:17])([N+:3](=[O:4])[O-:5])([H:6])[Cl:15]>>[C:1]([C:2]([C:7]([H:8])([H:9])[H:10])([C:11]([H:12])([H:13])[H:14])[H:17])([N+:3](=[O:4])[O-:5])([H:6])[Br:16].[Cl-:15]
1298,[Br-:13].[C:1]([C:2]([N+:6](=[O:7])[O-:8])([N:9]([H:10])[H:11])[H:14])([C:3]#[N:4])([H:5])[Cl:12]>>[C:1]([C:2]([N+:6](=[O:7])[O-:8])([N:9]([H:10])[H:11])[H:14])([C:3]#[N:4])([H:5])[Br:13].[Cl-:12]
1299,[C:1]([C:2]([C:7]([H:8])([H:9])[H:10])([C:11]([H:12])([H:13])[H:14])[H:17])([H:3])([N:4]([H:5])[H:6])[F:15].[Cl-:16]>>[C:1]([C:2]([C:7]([H:8])([H:9])[H:10])([C:11]([H:12])([H:13])[H:14])[H:17])([H:3])([N:4]([H:5])[H:6])[Cl:16].[F-:15]
1300,[C:1]([C:2]([C:6]#[N:7])([N:8]([H:9])[H:10])[H:13])([H:3])([C:4]#[N:5])[Br:11].[Cl-:12]>>[Br-:11].[C:1]([C:2]([C:6]#[N:7])([N:8]([H:9])[H:10])[H:13])([H:3])([C:4]#[N:5])[Cl:12]
1301,[C:1]([C:2]([H:6])([C:7]#[N:8])[H:11])([C:3]#[N:4])([H:5])[Cl:9].[F-:10]>>[C:1]([C:2]([H:6])([C:7]#[N:8])[H:11])([C:3]#[N:4])([H:5])[F:10].[Cl-:9]
1302,[C:1]([C:2]([C:10]([H:11])([H:12])[H:13])([N:14]([H:15])[H:16])[H:19])([C:3]([H:4])([H:5])[H:6])([N:7]([H:8])[H:9])[Cl:17].[F-:18]>>[C:1](=[C:2]([C:10]([H:11])([H:12])[H:13])[N:14]([H:15])[H:16])([C:3]([H:4])([H:5])[H:6])[N:7]([H:8])[H:9].[Cl-:17].[F:18][H:19]
1303,[Br-:19].[C:1]([C:2]([N+:11](=[O:12])[O-:13])([C:14]([H:15])([H:16])[H:17])[H:20])([C:3]([H:4])([H:5])[H:6])([C:7]([H:8])([H:9])[H:10])[F:18]>>[C:1]([C:2]([N+:11](=[O:12])[O-:13])([C:14]([H:15])([H:16])[H:17])[H:20])([C:3]([H:4])([H:5])[H:6])([C:7]([H:8])([H:9])[H:10])[Br:19].[F-:18]
1304,[C:1]([C:2]([H:9])([N:10]([H:11])[H:12])[H:15])([N:3]([H:4])[H:5])([N+:6](=[O:7])[O-:8])[Cl:13].[F-:14]>>[C:1]([C:2]([H:9])([N:10]([H:11])[H:12])[H:15])([N:3]([H:4])[H:5])([N+:6](=[O:7])[O-:8])[F:14].[Cl-:13]
1305,[C:1]([C:2]([N:7]([H:8])[H:9])([C:10]([H:11])([H:12])[H:13])[H:16])([C:3]#[N:4])([C:5]#[N:6])[Br:14].[Cl-:15]>>[Br-:14].[C:1](=[C:2]([N:7]([H:8])[H:9])[C:10]([H:11])([H:12])[H:13])([C:3]#[N:4])[C:5]#[N:6].[Cl:15][H:16]
1306,[Br-:13].[C:1]([C:2]([H:9])([C:10]#[N:11])[H:14])([C:3]([H:4])([H:5])[H:6])([C:7]#[N:8])[Cl:12]>>[C:1]([C:2]([H:9])([C:10]#[N:11])[H:14])([C:3]([H:4])([H:5])[H:6])([C:7]#[N:8])[Br:13].[Cl-:12]
1307,[C:1]([C:2]([N+:7](=[O:8])[O-:9])([C:10]([H:11])([H:12])[H:13])[H:16])([N+:3](=[O:4])[O-:5])([H:6])[Br:14].[Cl-:15]>>[Br-:14].[C:1]([C:2]([N+:7](=[O:8])[O-:9])([C:10]([H:11])([H:12])[H:13])[H:16])([N+:3](=[O:4])[O-:5])([H:6])[Cl:15]
1308,[C:1]([C:2]([N:10]([H:11])[H:12])([H:13])[H:16])([N+:3](=[O:4])[O-:5])([C:6]([H:7])([H:8])[H:9])[Cl:14].[F-:15]>>[C:1](=[C:2]([N:10]([H:11])[H:12])[H:13])([N+:3](=[O:4])[O-:5])[C:6]([H:7])([H:8])[H:9].[Cl-:14].[F:15][H:16]
1309,[C:1]([C:2]([N:8]([H:9])[H:10])([N:11]([H:12])[H:13])[H:16])([N:3]([H:4])[H:5])([C:6]#[N:7])[Cl:14].[F-:15]>>[C:1](=[C:2]([N:8]([H:9])[H:10])[N:11]([H:12])[H:13])([N:3]([H:4])[H:5])[C:6]#[N:7].[Cl-:14].[F:15][H:16]
1310,[C:1]([C:2]([C:11]#[N:12])([N:13]([H:14])[H:15])[H:18])([C:3]([H:4])([H:5])[H:6])([C:7]([H:8])([H:9])[H:10])[Br:16].[Cl-:17]>>[Br-:16].[C:1]([C:2]([C:11]#[N:12])([N:13]([H:14])[H:15])[H:18])([C:3]([H:4])([H:5])[H:6])([C:7]([H:8])([H:9])[H:10])[Cl:17]
1311,[C:1]([C:2]([N:6]([H:7])[H:8])([N:9]([H:10])[H:11])[H:14])([H:3])([C:4]#[N:5])[Br:12].[Cl-:13]>>[Br-:12].[C:1]([C:2]([N:6]([H:7])[H:8])([N:9]([H:10])[H:11])[H:14])([H:3])([C:4]#[N:5])[Cl:13]
1312,[C:1]([C:2]([C:6]([H:7])([H:8])[H:9])([N:10]([H:11])[H:12])[H:15])([C:3]#[N:4])([H:5])[Cl:13].[F-:14]>>[C:1]([C:2]([C:6]([H:7])([H:8])[H:9])([N:10]([H:11])[H:12])[H:15])([C:3]#[N:4])([H:5])[F:14].[Cl-:13]
1313,[Br-:14].[C:1]([C:2]([C:7]([H:8])([H:9])[H:10])([C:11]#[N:12])[H:15])([H:3])([N:4]([H:5])[H:6])[F:13]>>[C:1]([C:2]([C:7]([H:8])([H:9])[H:10])([C:11]#[N:12])[H:15])([H:3])([N:4]([H:5])[H:6])[Br:14].[F-:13]
1314,[C:1]([C:2]([N:9]([H:10])[H:11])([C:12]([H:13])([H:14])[H:15])[H:18])([N+:3](=[O:4])[O-:5])([N:6]([H:7])[H:8])[Cl:16].[F-:17]>>[C:1](=[C:2]([N:9]([H:10])[H:11])[C:12]([H:13])([H:14])[H:15])([N+:3](=[O:4])[O-:5])[N:6]([H:7])[H:8].[Cl-:16].[F:17][H:18]
1315,[Br-:12].[C:1]([C:2]([N:7]([H:8])[H:9])([H:10])[H:13])([N+:3](=[O:4])[O-:5])([H:6])[Cl:11]>>[C:1]([C:2]([N:7]([H:8])[H:9])([H:10])[H:13])([N+:3](=[O:4])[O-:5])([H:6])[Br:12].[Cl-:11]
1316,[C:1]([C:2]([H:9])([H:10])[H:13])([C:3]#[N:4])([C:5]([H:6])([H:7])[H:8])[Cl:11].[F-:12]>>[C:1](=[C:2]([H:9])[H:10])([C:3]#[N:4])[C:5]([H:6])([H:7])[H:8].[Cl-:11].[F:12][H:13]
1317,[Br-:10].[C:1]([C:2]([H:5])([N:6]([H:7])[H:8])[H:11])([H:3])([H:4])[Cl:9]>>[Br:10][H:11].[C:1](=[C:2]([H:5])[N:6]([H:7])[H:8])([H:3])[H:4].[Cl-:9]
1318,[C:1]([C:2]([C:9]([H:10])([H:11])[H:12])([H:13])[H:16])([N+:3](=[O:4])[O-:5])([N:6]([H:7])[H:8])[Cl:14].[F-:15]>>[C:1]([C:2]([C:9]([H:10])([H:11])[H:12])([H:13])[H:16])([N+:3](=[O:4])[O-:5])([N:6]([H:7])[H:8])[F:15].[Cl-:14]
1319,[C:1]([C:2]([C:8]([H:9])([H:10])[H:11])([C:12]([H:13])([H:14])[H:15])[H:18])([C:3]([H:4])([H:5])[H:6])([H:7])[Br:16].[Cl-:17]>>[Br-:16].[C:1]([C:2]([C:8]([H:9])([H:10])[H:11])([C:12]([H:13])([H:14])[H:15])[H:18])([C:3]([H:4])([H:5])[H:6])([H:7])[Cl:17]
1320,[Br-:14].[C:1]([C:2]([C:8]([H:9])([H:10])[H:11])([H:12])[H:15])([C:3]([H:4])([H:5])[H:6])([H:7])[Cl:13]>>[Br:14][H:15].[C:1](=[C:2]([C:8]([H:9])([H:10])[H:11])[H:12])([C:3]([H:4])([H:5])[H:6])[H:7].[Cl-:13]
1321,[Br-:16].[C:1]([C:2]([N:8]([H:9])[H:10])([C:11]([H:12])([H:13])[H:14])[H:17])([H:3])([C:4]([H:5])([H:6])[H:7])[Cl:15]>>[Br:16][H:17].[C:1](=[C:2]([N:8]([H:9])[H:10])[C:11]([H:12])([H:13])[H:14])([H:3])[C:4]([H:5])([H:6])[H:7].[Cl-:15]
1322,[Br-:15].[C:1]([C:2]([N:10]([H:11])[H:12])([H:13])[H:16])([C:3]([H:4])([H:5])[H:6])([N+:7](=[O:8])[O-:9])[Cl:14]>>[Br:15][H:16].[C:1](=[C:2]([N:10]([H:11])[H:12])[H:13])([C:3]([H:4])([H:5])[H:6])[N+:7](=[O:8])[O-:9].[Cl-:14]
1323,[C:1]([C:2]([N+:8](=[O:9])[O-:10])([C:11]#[N:12])[H:15])([C:3]([H:4])([H:5])[H:6])([H:7])[Cl:13].[F-:14]>>[C:1]([C:2]([N+:8](=[O:9])[O-:10])([C:11]#[N:12])[H:15])([C:3]([H:4])([H:5])[H:6])([H:7])[F:14].[Cl-:13]
